Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
nemissourinews.com	30000000	2019	NE Missouri News	M	FN	L	https://mediabiasfactcheck.com/ne-missouri-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://nemissourinews.com/	0.2
nemontananews.com	30000000	2019	Northeast Montana News	M	FN	L	https://mediabiasfactcheck.com/northeast-montana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://nemontananews.com/	0.2
nenebraskanews.com	30000000	2019	NE Nebraska News	M	FN	L	https://mediabiasfactcheck.com/ne-nebraska-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://nenebraskanews.com/	0.2
nenewmexiconews.com	30000000	2019	NE New Mexico News	M	FN	L	https://mediabiasfactcheck.com/ne-new-mexico-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://nenewmexiconews.com/	0.2
nenewyorktoday.com	30000000	2019	NE New York Today	M	FN	L	https://mediabiasfactcheck.com/ne-new-york-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://nenewyorktoday.com/	0.2
nenorthdakotanews.com	30000000		NE North Dakota News	M	FN	L	https://mediabiasfactcheck.com/ne-north-dakota-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://nenorthdakotanews.com/	0.2
neoklahomanews.com	30000000	2019	NE Oklahoma News	M	FN	L	https://mediabiasfactcheck.com/ne-oklahoma-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7		en	https://neoklahomanews.com/	0.2
nepanhandlenews.com	30000000	2019	Nebraska Panhandle News	M	FN	L	https://mediabiasfactcheck.com/nebraska-panhandle-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://nepanhandlenews.com/	0.2
nesacramentonews.com	30000000	2019	NE Sacramento News	M	FN	L	https://mediabiasfactcheck.com/ne-sacramento-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://nesacramentonews.com/	0.2
new.finalcall.com	30000000		The Final Call	M	CP	L	https://mediabiasfactcheck.com/the-final-call-bias/				https://en.wikipedia.org/wiki/The_Final_Call		0.22	en	https://new.finalcall.com/	0.2
newamericannews.com	30000000	2016	New American News	L	CP	L	https://mediabiasfactcheck.com/new-american-news/					0.2	0	en	https://newamericannews.com/	0.1
newarkreporter.com	30000000	2019	Newark Reporter	M	FN	L	https://mediabiasfactcheck.com/newark-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://newarkreporter.com/	0.2
newdiscourses.com	30000000	2019	New Discourses	L	FN	L	https://mediabiasfactcheck.com/new-discourses-bias-and-credibility/				https://en.wikipedia.org/wiki/James_A._Lindsay			en	https://newdiscourses.com/	0.1
newnationalist.net	30000000	2016	The New Nationalist	VL	CP	L	https://mediabiasfactcheck.com/the-new-nationalist-bias/					0.6		en	https://www.newnationalist.net/	0.0
newsfeedhunter.com	30000000	2018	News Feed Hunter	L	FN	L	https://mediabiasfactcheck.com/news-feed-hunter/	1				0.2	-0.952	en	https://newsfeedhunter.com/	0.1
newsheist.com	30000000	2014	News Heist	L	FN	L	https://mediabiasfactcheck.com/news-heist/					0.2	0	en	https://newsheist.com/	0.1
newspushed.com	30000000	2020	News Pushed	L	FN	L	https://mediabiasfactcheck.com/news-pushed/					0.2	0	en	https://newspushed.com/	0.1
newzoh.com	30000000	2023	Newzoh	L	FN	L	https://mediabiasfactcheck.com/newzoh-bias-and-credibility/							en	https://newzoh.com/	0.1
nhbusinessdaily.com	30000000	2018	New Hampshire Business Daily	M	FN	L	https://mediabiasfactcheck.com/new-hampshire-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://nhbusinessdaily.com/	0.2
niagaraleader.com	30000000	2019	Niagara Leader	M	FN	L	https://mediabiasfactcheck.com/niagara-leader-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://niagaraleader.com/	0.2
njbusinessdaily.com	30000000	2018	New Jersey Business Daily	M	FN	L	https://mediabiasfactcheck.com/new-jersey-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1	en	https://njbusinessdaily.com/	0.2
nmbusinessdaily.com	30000000	2018	New Mexico Business Daily	M	FN	L	https://mediabiasfactcheck.com/new-mexico-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://nmbusinessdaily.com/	0.2
nmws.us	30000000	2019	NMWS.us	L	FN	L	https://mediabiasfactcheck.com/nmws-us/					0.5	-0.6	en	https://nmws.us/	0.1
nolareporter.com	30000000	2019	Nola Reporter	M	FN	L	https://mediabiasfactcheck.com/nola-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.952	en	https://nolareporter.com/	0.2
northalaskanews.com	30000000	2019	North Alaska News	M	FN	L	https://mediabiasfactcheck.com/north-alaska-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://northalaskanews.com/	0.2
northbaltimorejournal.com	30000000	2018	North Baltimore Journal	M	FN	L	https://mediabiasfactcheck.com/north-baltimore-journal-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://northbaltimorejournal.com/	0.2
northbirminghamtimes.com	30000000	2019	North Birmingham Times	M	FN	L	https://mediabiasfactcheck.com/north-birmingham-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://northbirminghamtimes.com/	0.2
northbluegrassnews.com	30000000	2019	North Blueglass News	M	FN	L	https://mediabiasfactcheck.com/north-bluegrass-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://northbluegrassnews.com/	0.2
northcoastcanews.com	30000000	2019	North Coast California News	M	FN	L	https://mediabiasfactcheck.com/north-coast-california-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.357	en	https://northcoastcanews.com/	0.2
northcoasttoday.com	30000000	2019	North Coast Today	M	FN	L	https://mediabiasfactcheck.com/north-coast-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://northcoasttoday.com/	0.2
northcountryleader.com	30000000	2019	North Country Leader	M	FN	L	https://mediabiasfactcheck.com/north-country-leader-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.952	en	https://northcountryleader.com/	0.2
northcountryreporter.com	30000000	2019	North Country Reporter	M	FN	L	https://mediabiasfactcheck.com/north-country-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://northcountryreporter.com/	0.2
northdsmnews.com	30000000	2019	North DSM News	M	FN	L	https://mediabiasfactcheck.com/north-dsm-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://northdsmnews.com/	0.2
northeastherald.org	30000000	2022	Northeast Herald	M	FN	L	https://mediabiasfactcheck.com/northeast-herald-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://www.northeastherald.org/	0.2
northegyptnews.com	30000000	2017	North Egypt News	M	FN	L	https://mediabiasfactcheck.com/north-egypt-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://northegyptnews.com/	0.2
northernclarkcountyherald.com	30000000	2022	Northern Clark County Herald	M	FN	L	https://mediabiasfactcheck.com/northern-clark-county-herald-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://northernclarkcountyherald.com/	0.2
northernwitimes.com	30000000	2022	Northern Wisconsin Times	M	FN	L	https://mediabiasfactcheck.com/northern-wisconsin-times-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://www.northernwitimes.com/	0.2
northessexnews.com	30000000	2019	North Essex News	M	FN	L	https://mediabiasfactcheck.com/north-essex-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://northessexnews.com/	0.2
northfultontoday.com	30000000	2019	North Fulton Today	M	FN	L	https://mediabiasfactcheck.com/north-fulton-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.357	en	https://northfultontoday.com/	0.2
northgwinnettnews.com	30000000	2019	North Gwinnett News	M	FN	L	https://mediabiasfactcheck.com/north-gwinnett-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.4	en	https://northgwinnettnews.com/	0.2
northidahotimes.com	30000000	2019	North Idaho Times	M	FN	L	https://mediabiasfactcheck.com/north-idaho-times/				https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northidahotimes.com/	0.2
northindynews.com	30000000	2019	North Indy News	M	FN	L	https://mediabiasfactcheck.com/north-indy-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northindynews.com/	0.2
northinlandnews.com	30000000	2019	North Inland News	M	FN	L	https://mediabiasfactcheck.com/north-inland-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northinlandnews.com/	0.2
northiowareporter.com	30000000	2019	North Iowa Reporter	M	FN	L	https://mediabiasfactcheck.com/north-iowa-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://northiowareporter.com/	0.2
northkentnews.com	30000000	2019	North Kent News	M	FN	L	https://mediabiasfactcheck.com/north-kent-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://northkentnews.com/	0.2
northkentuckynews.com	30000000	2019	North Kentucky News	M	FN	L	https://mediabiasfactcheck.com/north-kentucky-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://northkentuckynews.com/	0.2
northlaketimes.com	30000000	2019	North Lake Times	M	FN	L	https://mediabiasfactcheck.com/north-lake-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northlaketimes.com/	0.2
northlittlerocktimes.com	30000000	2019	North Little Rock Times	M	FN	L	https://mediabiasfactcheck.com/north-little-rock-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northlittlerocktimes.com/	0.2
northmianews.com	30000000	2019	North Miami-Dade News	M	FN	L	https://mediabiasfactcheck.com/north-miami-dade-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northmianews.com/	0.2
northmiddlesextimes.com	30000000	2019	North Middlesex Times	M	FN	L	https://mediabiasfactcheck.com/north-middlesex-times-bias-and-credibility/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://northmiddlesextimes.com/	0.2
northnevadanews.com	30000000	2019	North Nevada News	M	FN	L	https://mediabiasfactcheck.com/north-nevada-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://northnevadanews.com/	0.2
northoctimes.com	30000000	2019	North OC Times	M	FN	L	https://mediabiasfactcheck.com/north-oc-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northoctimes.com/	0.2
northokcnews.com	30000000	2019	North OKC News	M	FN	L	https://mediabiasfactcheck.com/north-okc-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5		en	https://northokcnews.com/	0.2
northomahatimes.com	30000000	2019	North Omaha Times	M	FN	L	https://mediabiasfactcheck.com/north-omaha-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-0.952	en	https://northomahatimes.com/	0.2
northorlandonews.com	30000000	2019	North Orlando News	M	FN	L	https://mediabiasfactcheck.com/north-orlando-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.2	-0.4	en	https://northorlandonews.com/	0.2
northpalmbeachtoday.com	30000000	2019	North Palm Beach Today	M	FN	L	https://mediabiasfactcheck.com/north-palm-beach-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northpalmbeachtoday.com/	0.2
northpanhandlenews.com	30000000	2019	North Panhandle News	M	FN	L	https://mediabiasfactcheck.com/north-panhandle-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northpanhandlenews.com/	0.2
northpimanews.com	30000000	2019	North Pima News	M	FN	L	https://mediabiasfactcheck.com/north-pima-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northpimanews.com/	0.2
northpinellasnews.com	30000000	2019	North Pinellas News	M	FN	L	https://mediabiasfactcheck.com/north-pinellas-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northpinellasnews.com/	0.2
northsactoday.com	30000000	2019	North Sacramento Today	M	FN	L	https://mediabiasfactcheck.com/north-sacramento-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northsactoday.com/	0.2
northsfvtoday.com	30000000	2019	North SFV Today	M	FN	L	https://mediabiasfactcheck.com/north-sfv-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://northsfvtoday.com/	0.2
northsgvnews.com	30000000	2019	North SGV News	M	FN	L	https://mediabiasfactcheck.com/north-sgv-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://northsgvnews.com/	0.2
northshorelanews.com	30000000	2019	North Shore Louisiana News	M	FN	L	https://mediabiasfactcheck.com/north-shore-louisiana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://northshorelanews.com/	0.2
northstlnews.com	30000000	2019	North STL News	M	FN	L	https://mediabiasfactcheck.com/north-stl-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1.0	en	https://northstlnews.com/	0.2
northtulsatoday.com	30000000	2019	North Tulsa Today	M	FN	L	https://mediabiasfactcheck.com/north-tulsa-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5		en	https://northtulsatoday.com/	0.2
northvegastimes.com	30000000	2019	North Vegas Times	M	FN	L	https://mediabiasfactcheck.com/north-vegas-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1.0	en	https://northvegastimes.com/	0.2
northwichitanews.com	30000000	2019	North Wichita News	M	FN	L	https://mediabiasfactcheck.com/north-wichita-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4		en	https://northwichitanews.com/	0.2
npr.news	30000000	2015	NPR News	VL	CP	L	https://mediabiasfactcheck.com/npr-news-natural-news/					0.2	-0.6	en	https://npr.news/	0.0
nutrientreference.com	30000000	2006	NutrientReference.com	VL	CP	L	https://mediabiasfactcheck.com/nutrientreference-com/					0.2	0.2	en	https://nutrientreference.com/	0.0
nvbusinessdaily.com	30000000	2018	Nevada Business Daily	M	FN	L	https://mediabiasfactcheck.com/nevada-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nvbusinessdaily.com/	0.2
nwalabamanews.com	30000000	2019	NW Alabama News	M	FN	L	https://mediabiasfactcheck.com/nw-alabama-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3		en	https://nwalabamanews.com/	0.2
nwarkansasnews.com	30000000	2019	NW Arkansas News	M	FN	L	https://mediabiasfactcheck.com/nw-arkansas-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://nwarkansasnews.com/	0.2
nwatlantanews.com	30000000	2019	NW Atlanta News	M	FN	L	https://mediabiasfactcheck.com/nw-atlanta-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-0.4	en	https://nwatlantanews.com/	0.2
nwclarknews.com	30000000	2019	NW Clark News	M	FN	L	https://mediabiasfactcheck.com/nw-clark-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://nwclarknews.com/	0.2
nwconnnews.com	30000000	2019	NW Connecticut News	M	FN	L	https://mediabiasfactcheck.com/nw-connecticut-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://nwconnnews.com/	0.2
nwgeorgianews.com	30000000	2019	NW Georgia News	M	FN	L	https://mediabiasfactcheck.com/nw-georgia-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://nwgeorgianews.com/	0.2
nwiowanews.com	30000000	2019	NW Iowa News	M	FN	L	https://mediabiasfactcheck.com/nw-iowa-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://nwiowanews.com/	0.2
nwjerseynews.com	30000000	2019	NW Jersey News	M	FN	L	https://mediabiasfactcheck.com/nw-jersey-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://nwjerseynews.com/	0.2
nwkansasnews.com	30000000	2019	NW Kansas News	M	FN	L	https://mediabiasfactcheck.com/nw-kansas-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3		en	https://nwkansasnews.com/	0.2
nwlaketimes.com	30000000	2022	Northwest Lake Times	M	FN	L	https://mediabiasfactcheck.com/northwest-lake-times-bias/	1			https://en.wikipedia.org/wiki/The_American_Independent			en	https://www.nwlaketimes.com/	0.2
nwlatimes.com	30000000	2019	NW LA Times	M	FN	L	https://mediabiasfactcheck.com/nw-la-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://nwlatimes.com/	0.2
nwlouisiananews.com	30000000	2019	NW Louisiana News	M	FN	L	https://mediabiasfactcheck.com/nw-louisiana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://nwlouisiananews.com/	0.2
nwminnesotanews.com	30000000	2019	NW Minnesota News	M	FN	L	https://mediabiasfactcheck.com/nw-minnesota-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nwminnesotanews.com/	0.2
nwmissnews.com	30000000	2019	NW Mississippi News	M	FN	L	https://mediabiasfactcheck.com/nw-mississippi-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://nwmissnews.com/	0.2
nwmissouritimes.com	30000000	2019	NW Missouri Times	M	FN	L	https://mediabiasfactcheck.com/nw-missouri-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.8	-1.0	en	https://nwmissouritimes.com/	0.2
nwmontananews.com	30000000	2019	Northwest Montana News	M	FN	L	https://mediabiasfactcheck.com/northwest-montana-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nwmontananews.com/	0.2
nwnewmexiconews.com	30000000	2019	NW New Mexico News	M	FN	L	https://mediabiasfactcheck.com/nw-new-mexico-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://nwnewmexiconews.com/	0.2
nwoklahomanews.com	30000000	2019	NW Oklahoma News	M	FN	L	https://mediabiasfactcheck.com/nw-oklahoma-news-bias-and-credibility/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://nwoklahomanews.com/	0.2
nwriversidenews.com	30000000	2019	NW Riverside News	M	FN	L	https://mediabiasfactcheck.com/nw-riverside-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://nwriversidenews.com/	0.2
nwtwincities.com	30000000	2019	NW Twin Cities	M	FN	L	https://mediabiasfactcheck.com/nw-twin-cities-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://nwtwincities.com/	0.2
nwvalleytimes.com	30000000	2019	NW Valley Times	M	FN	L	https://mediabiasfactcheck.com/nw-valley-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://nwvalleytimes.com/	0.2
nwwaynenews.com	30000000	2019	Northwest Wayne News	M	FN	L	https://mediabiasfactcheck.com/northwest-wayne-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://nwwaynenews.com/	0.2
nybusinessdaily.com	30000000	2018	New York Business Daily	M	FN	L	https://mediabiasfactcheck.com/new-york-business-daily-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://nybusinessdaily.com/	0.2
nycgazette.com	30000000	2019	NYC Gazette	M	FN	L	https://mediabiasfactcheck.com/nyc-gazette-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.952	en	https://nycgazette.com/	0.2
